0.000000000000000000e+00,0.000000000000000000e+00,-1.261844860663500656e+00
2.040816326530612082e-02,0.000000000000000000e+00,-1.349290707485201635e+00
4.081632653061224164e-02,0.000000000000000000e+00,-1.395496872187614423e+00
6.122448979591836593e-02,0.000000000000000000e+00,-1.390675720927672554e+00
8.163265306122448328e-02,0.000000000000000000e+00,-1.315712145421992441e+00
1.020408163265306006e-01,0.000000000000000000e+00,-1.227766127814101882e+00
1.224489795918367319e-01,0.000000000000000000e+00,-1.185315127282835501e+00
1.428571428571428492e-01,0.000000000000000000e+00,-1.197291218083357256e+00
1.632653061224489666e-01,0.000000000000000000e+00,-1.215322096771344063e+00
1.836734693877550839e-01,0.000000000000000000e+00,-1.223476499266897610e+00
2.040816326530612013e-01,0.000000000000000000e+00,-1.220239851213420046e+00
2.244897959183673186e-01,0.000000000000000000e+00,-1.203915643993572981e+00
2.448979591836734637e-01,0.000000000000000000e+00,-1.216419013656357295e+00
2.653061224489795533e-01,0.000000000000000000e+00,-1.284755228124680793e+00
2.857142857142856984e-01,0.000000000000000000e+00,-1.425790866241442245e+00
3.061224489795917880e-01,0.000000000000000000e+00,-1.581933890318001135e+00
3.265306122448979331e-01,0.000000000000000000e+00,-1.700992596213768193e+00
3.469387755102040782e-01,0.000000000000000000e+00,-1.752394320771171188e+00
3.673469387755101678e-01,0.000000000000000000e+00,-1.795146793698660925e+00
3.877551020408163129e-01,0.000000000000000000e+00,-1.807043955763186771e+00
4.081632653061224025e-01,0.000000000000000000e+00,-1.782101801025918641e+00
4.285714285714285476e-01,0.000000000000000000e+00,-1.724427578491532165e+00
4.489795918367346372e-01,0.000000000000000000e+00,-1.647492417688397603e+00
4.693877551020407823e-01,0.000000000000000000e+00,-1.540353433134636685e+00
4.897959183673469274e-01,0.000000000000000000e+00,-1.408358173914768807e+00
5.102040816326530726e-01,0.000000000000000000e+00,-1.301217210271569114e+00
5.306122448979591066e-01,0.000000000000000000e+00,-1.214951700189380146e+00
5.510204081632652517e-01,0.000000000000000000e+00,-1.093691164823489048e+00
5.714285714285713969e-01,0.000000000000000000e+00,-8.824792753581597315e-01
5.918367346938775420e-01,0.000000000000000000e+00,-5.887089066344537436e-01
6.122448979591835760e-01,0.000000000000000000e+00,-2.514385023293779220e-01
6.326530612244897211e-01,0.000000000000000000e+00,7.524473845635208658e-02
6.530612244897958663e-01,0.000000000000000000e+00,3.501329277303337761e-01
6.734693877551020114e-01,0.000000000000000000e+00,5.665699946115837493e-01
6.938775510204081565e-01,0.000000000000000000e+00,7.039774237493522380e-01
7.142857142857141906e-01,0.000000000000000000e+00,8.078071897413403590e-01
7.346938775510203357e-01,0.000000000000000000e+00,9.392249101680054668e-01
7.551020408163264808e-01,0.000000000000000000e+00,1.046578681173826464e+00
7.755102040816326259e-01,0.000000000000000000e+00,1.073705996876256119e+00
7.959183673469386600e-01,0.000000000000000000e+00,9.980681411501615141e-01
8.163265306122448051e-01,0.000000000000000000e+00,8.330704771520002216e-01
8.367346938775509502e-01,0.000000000000000000e+00,6.304276610785566337e-01
8.571428571428570953e-01,0.000000000000000000e+00,4.255288111286849029e-01
8.775510204081632404e-01,0.000000000000000000e+00,2.209507975561664783e-01
8.979591836734692745e-01,0.000000000000000000e+00,1.714122054341577980e-02
9.183673469387754196e-01,0.000000000000000000e+00,-1.751122854890255764e-01
9.387755102040815647e-01,0.000000000000000000e+00,-3.353059814500091718e-01
9.591836734693877098e-01,0.000000000000000000e+00,-5.083876910840177121e-01
9.795918367346938549e-01,0.000000000000000000e+00,-7.025690340834064296e-01
1.000000000000000000e+00,0.000000000000000000e+00,-9.339621699946039080e-01
0.000000000000000000e+00,2.040816326530612082e-02,-1.187081347021435418e+00
2.040816326530612082e-02,2.040816326530612082e-02,-1.262237021605276288e+00
4.081632653061224164e-02,2.040816326530612082e-02,-1.305086738135696312e+00
6.122448979591836593e-02,2.040816326530612082e-02,-1.315262729631162530e+00
8.163265306122448328e-02,2.040816326530612082e-02,-1.284719939760228913e+00
1.020408163265306006e-01,2.040816326530612082e-02,-1.221589649373742592e+00
1.224489795918367319e-01,2.040816326530612082e-02,-1.203929661931311346e+00
1.428571428571428492e-01,2.040816326530612082e-02,-1.220136029636730068e+00
1.632653061224489666e-01,2.040816326530612082e-02,-1.252669794492842659e+00
1.836734693877550839e-01,2.040816326530612082e-02,-1.272776338308565736e+00
2.040816326530612013e-01,2.040816326530612082e-02,-1.274372065872265036e+00
2.244897959183673186e-01,2.040816326530612082e-02,-1.275493909105719581e+00
2.448979591836734637e-01,2.040816326530612082e-02,-1.302232554510266427e+00
2.653061224489795533e-01,2.040816326530612082e-02,-1.386250666918838359e+00
2.857142857142856984e-01,2.040816326530612082e-02,-1.534732045666643785e+00
3.061224489795917880e-01,2.040816326530612082e-02,-1.699801228343489345e+00
3.265306122448979331e-01,2.040816326530612082e-02,-1.820955431500679955e+00
3.469387755102040782e-01,2.040816326530612082e-02,-1.879319140218312034e+00
3.673469387755101678e-01,2.040816326530612082e-02,-1.904540419533919282e+00
3.877551020408163129e-01,2.040816326530612082e-02,-1.896726606726951703e+00
4.081632653061224025e-01,2.040816326530612082e-02,-1.849029281544777303e+00
4.285714285714285476e-01,2.040816326530612082e-02,-1.777459488506777374e+00
4.489795918367346372e-01,2.040816326530612082e-02,-1.694760699649989100e+00
4.693877551020407823e-01,2.040816326530612082e-02,-1.607356801700809301e+00
4.897959183673469274e-01,2.040816326530612082e-02,-1.514154211671693506e+00
5.102040816326530726e-01,2.040816326530612082e-02,-1.440928580442514706e+00
