x1,x2,z
0.0,0.0,-1.2618448606635009
0.0204081632653061,0.0,-1.3492907074852016
0.0408163265306122,0.0,-1.3954968721876144
0.0612244897959183,0.0,-1.3906757209276726
0.0816326530612244,0.0,-1.3157121454219924
0.1020408163265306,0.0,-1.227766127814102
0.1224489795918367,0.0,-1.1853151272828355
0.1428571428571428,0.0,-1.1972912180833573
0.1632653061224489,0.0,-1.215322096771344
0.183673469387755,0.0,-1.2234764992668976
0.2040816326530612,0.0,-1.22023985121342
0.2244897959183673,0.0,-1.203915643993573
0.2448979591836734,0.0,-1.2164190136563573
0.2653061224489795,0.0,-1.2847552281246808
0.2857142857142857,0.0,-1.4257908662414422
0.3061224489795918,0.0,-1.5819338903180011
0.3265306122448979,0.0,-1.7009925962137682
0.3469387755102041,0.0,-1.7523943207711712
0.3673469387755101,0.0,-1.795146793698661
0.3877551020408163,0.0,-1.8070439557631868
0.4081632653061224,0.0,-1.7821018010259186
0.4285714285714285,0.0,-1.7244275784915322
0.4489795918367346,0.0,-1.6474924176883976
0.4693877551020408,0.0,-1.540353433134637
0.4897959183673469,0.0,-1.4083581739147688
0.5102040816326531,0.0,-1.3012172102715691
0.5306122448979591,0.0,-1.21495170018938
0.5510204081632653,0.0,-1.093691164823489
0.5714285714285714,0.0,-0.8824792753581597
0.5918367346938775,0.0,-0.5887089066344537
0.6122448979591836,0.0,-0.2514385023293779
0.6326530612244897,0.0,0.075244738456352
0.6530612244897959,0.0,0.3501329277303338
0.673469387755102,0.0,0.5665699946115837
0.6938775510204082,0.0,0.7039774237493522
0.7142857142857142,0.0,0.8078071897413404
0.7346938775510203,0.0,0.9392249101680056
0.7551020408163265,0.0,1.0465786811738265
0.7755102040816326,0.0,1.073705996876256
0.7959183673469387,0.0,0.9980681411501616
0.8163265306122448,0.0,0.8330704771520002
0.836734693877551,0.0,0.6304276610785566
0.8571428571428571,0.0,0.4255288111286849
0.8775510204081632,0.0,0.2209507975561664
0.8979591836734693,0.0,0.0171412205434157
0.9183673469387754,0.0,-0.1751122854890255
0.9387755102040816,0.0,-0.3353059814500091
0.9591836734693876,0.0,-0.5083876910840177
0.979591836734694,0.0,-0.7025690340834064
1.0,0.0,-0.933962169994604
0.0,0.0204081632653061,-1.1870813470214354
0.0204081632653061,0.0204081632653061,-1.2622370216052765
0.0408163265306122,0.0204081632653061,-1.3050867381356963
0.0612244897959183,0.0204081632653061,-1.3152627296311623
0.0816326530612244,0.0204081632653061,-1.284719939760229
0.1020408163265306,0.0204081632653061,-1.2215896493737426
0.1224489795918367,0.0204081632653061,-1.2039296619313111
0.1428571428571428,0.0204081632653061,-1.22013602963673
0.1632653061224489,0.0204081632653061,-1.2526697944928429
0.183673469387755,0.0204081632653061,-1.2727763383085655
0.2040816326530612,0.0204081632653061,-1.274372065872265
0.2244897959183673,0.0204081632653061,-1.2754939091057196
0.2448979591836734,0.0204081632653061,-1.3022325545102664
0.2653061224489795,0.0204081632653061,-1.3862506669188384
0.2857142857142857,0.0204081632653061,-1.5347320456666438
0.3061224489795918,0.0204081632653061,-1.6998012283434891
0.3265306122448979,0.0204081632653061,-1.82095543150068
0.3469387755102041,0.0204081632653061,-1.879319140218312
0.3673469387755101,0.0204081632653061,-1.9045404195339195
0.3877551020408163,0.0204081632653061,-1.896726606726952
0.4081632653061224,0.0204081632653061,-1.8490292815447773
0.4285714285714285,0.0204081632653061,-1.7774594885067774
0.4489795918367346,0.0204081632653061,-1.694760699649989
0.4693877551020408,0.0204081632653061,-1.6073568017008093
0.4897959183673469,0.0204081632653061,-1.5141542116716935
0.5102040816326531,0.0204081632653061,-1.4409285804425147
0.5306122448979591,0.0204081632653061,-1.3648590389019977
0.5510204081632653,0.0204081632653061,-1.2397697621598465
0.5714285714285714,0.0204081632653061,-0.9994644236921508
0.5918367346938775,0.0204081632653061,-0.6825962623871974
0.6122448979591836,0.0204081632653061,-0.3172147360455545
0.6326530612244897,0.0204081632653061,0.0298506589357794
0.6530612244897959,0.0204081632653061,0.3144634334083906
0.673469387755102,0.0204081632653061,0.5301436112625786
0.6938775510204082,0.0204081632653061,0.6607730366077735
0.7142857142857142,0.0204081632653061,0.7426103279154496
0.7346938775510203,0.0204081632653061,0.814715628381632
0.7551020408163265,0.0204081632653061,0.8724650206693314
0.7755102040816326,0.0204081632653061,0.8897818304108276
0.7959183673469387,0.0204081632653061,0.8278564595410187
0.8163265306122448,0.0204081632653061,0.6888691374006952
0.836734693877551,0.0204081632653061,0.5129369269731237
0.8571428571428571,0.0204081632653061,0.3220843694827144
0.8775510204081632,0.0204081632653061,0.1380561881721924
0.8979591836734693,0.0204081632653061,-0.0509904029712853
0.9183673469387754,0.0204081632653061,-0.241121578964733
0.9387755102040816,0.0204081632653061,-0.4115618059204589
0.9591836734693876,0.0204081632653061,-0.5902227382906459
0.979591836734694,0.0204081632653061,-0.7979717246892895
1.0,0.0204081632653061,-1.0328093912009575
0.0,0.0408163265306122,-1.0205673543372484
0.0204081632653061,0.0408163265306122,-1.089530465178371
0.0408163265306122,0.0408163265306122,-1.1246510867503663
0.0612244897959183,0.0408163265306122,-1.1409475457496725
0.0816326530612244,0.0408163265306122,-1.1479252101776911
0.1020408163265306,0.0408163265306122,-1.117522766168869
0.1224489795918367,0.0408163265306122,-1.1412510835962308
0.1428571428571428,0.0408163265306122,-1.1694601107039595
0.1632653061224489,0.0408163265306122,-1.198906165756845
0.183673469387755,0.0408163265306122,-1.201657197771561
0.2040816326530612,0.0408163265306122,-1.2200706242603148
0.2244897959183673,0.0408163265306122,-1.2581354353488257
0.2448979591836734,0.0408163265306122,-1.3266110546412584
0.2653061224489795,0.0408163265306122,-1.4445155415193585
0.2857142857142857,0.0408163265306122,-1.5936116107181408
0.3061224489795918,0.0408163265306122,-1.767291435639827
0.3265306122448979,0.0408163265306122,-1.8971608372913795
0.3469387755102041,0.0408163265306122,-1.955019047817013
0.3673469387755101,0.0408163265306122,-1.9563789846422304
0.3877551020408163,0.0408163265306122,-1.924635594668085
0.4081632653061224,0.0408163265306122,-1.87996776315018
0.4285714285714285,0.0408163265306122,-1.8006575903037865
0.4489795918367346,0.0408163265306122,-1.7091287397549837
0.4693877551020408,0.0408163265306122,-1.6306015371271794
0.4897959183673469,0.0408163265306122,-1.5753795959108654
0.5102040816326531,0.0408163265306122,-1.5225237570148216
0.5306122448979591,0.0408163265306122,-1.453941639287114
0.5510204081632653,0.0408163265306122,-1.3172475992010793
0.5714285714285714,0.0408163265306122,-1.0611945729188783
0.5918367346938775,0.0408163265306122,-0.7280163390464875
0.6122448979591836,0.0408163265306122,-0.3496441107975039
0.6326530612244897,0.0408163265306122,0.0143413507110648
0.6530612244897959,0.0408163265306122,0.2990351353401188
0.673469387755102,0.0408163265306122,0.5009323377881129
0.6938775510204082,0.0408163265306122,0.6156786873794315
0.7142857142857142,0.0408163265306122,0.6673465019624073
0.7346938775510203,0.0408163265306122,0.6941361048782525
0.7551020408163265,0.0408163265306122,0.7049796760511047
0.7755102040816326,0.0408163265306122,0.7043504631519434
0.7959183673469387,0.0408163265306122,0.6681877461948985
0.8163265306122448,0.0408163265306122,0.5746782303811803
0.836734693877551,0.0408163265306122,0.4395954549382091
0.8571428571428571,0.0408163265306122,0.2810511911702414
0.8775510204081632,0.0408163265306122,0.1181260976388538
0.8979591836734693,0.0408163265306122,-0.0443950340757099
0.9183673469387754,0.0408163265306122,-0.2248708041395916
0.9387755102040816,0.0408163265306122,-0.4122884289648198
0.9591836734693876,0.0408163265306122,-0.6175952679471617
0.979591836734694,0.0408163265306122,-0.8653951523617225
1.0,0.0408163265306122,-1.1268498084893404
0.0,0.0612244897959183,-0.8181586642474227
0.0204081632653061,0.0612244897959183,-0.852696819063579
0.0408163265306122,0.0612244897959183,-0.8802316846877555
0.0612244897959183,0.0612244897959183,-0.9141997259518586
0.0816326530612244,0.0612244897959183,-0.9463706596883034
0.1020408163265306,0.0612244897959183,-0.9553582879366702
0.1224489795918367,0.0612244897959183,-0.996691601023444
0.1428571428571428,0.0612244897959183,-1.0378090184465836
0.1632653061224489,0.0612244897959183,-1.0751138227681498
0.183673469387755,0.0612244897959183,-1.0680659634083145
0.2040816326530612,0.0612244897959183,-1.082350316589524
0.2244897959183673,0.0612244897959183,-1.162211941389776
0.2448979591836734,0.0612244897959183,-1.2902462447313328
0.2653061224489795,0.0612244897959183,-1.443998086294234
0.2857142857142857,0.0612244897959183,-1.5869293167468366
0.3061224489795918,0.0612244897959183,-1.7539559325850371
0.3265306122448979,0.0612244897959183,-1.88235589422636
0.3469387755102041,0.0612244897959183,-1.939913900223352
